Function_id	Function_name	Number_pathway	Pathway_ids	Pathway_names
K19173	DNA phosphorothioation-dependent restriction protein DptF	0		
K19174	DNA phosphorothioation-dependent restriction protein DptG	0		
K19175	DNA phosphorothioation-dependent restriction protein DptH	0		
K22919	dopamine/ecdysteroid receptor	0		
K04165	octopamine receptor	0		
K22814	octopamine receptor alpha	0		
K22790	octopamine receptor beta	0		
K22791	tyramine receptor	0		
K22815	octopamine/tyramine receptor	0		
K04242	adrenomedullin receptor	0		
K04316	G protein-coupled receptor 19	0		
K04171	C5a anaphylatoxin chemotactic receptor 2	0		
K08441	G protein-coupled receptor 171	0		
K04196	cholecystokinin-like receptor	0		
K04233	allatostatin A receptor	0		
K04300	super conserved receptor expressed in brain 3	0		
K04209	neuropeptide F receptor	0		
K08379	prokineticin receptor 1	0		
K08380	prokineticin receptor 2	0		
K04244	prosaposin receptor	0		
K22872	allatostatin C receptor	0		
K14071	leucokinin receptor	0		
K14072	RYamide receptor	0		
K26200	sex peptide receptor	0		
K26201	FMRFamide receptor	0		
K26202	proctolin receptor	0		
K26203	myosuppressin receptor	0		
K04187	atypical chemokine receptor 2	0		
K08373	C-C chemokine receptor-like 2	0		
K08417	G protein-coupled receptor 75	0		
K04245	chemokine-like receptor 1	0		
K04310	G protein-coupled receptor 1	0		
K08403	G protein-coupled receptor 15	0		
K08381	G protein-coupled receptor 32	0		
K08382	G protein-coupled receptor 33	0		
K08410	N-arachidonyl glycine receptor	0		
K08400	G protein-coupled bile acid receptor 1	0		
K04326	free fatty acid receptor 3	0		
K08425	free fatty acid receptor 4	0		
K08421	G protein-coupled receptor 84	0		
K10043	oxoeicosanoid receptor 1	0		
K08406	12-(S)-hydroxy-5,8,10,14-eicosatetraenoic acid receptor	0		
K08389	G protein-coupled receptor 87	0		
K08413	G protein-coupled receptor 55	0		
K08383	G protein-coupled receptor 34	0		
K08391	G protein-coupled receptor 174	0		
K06715	prostaglandin D2 receptor 2	0		
K04252	short wavelength-sensitive opsin	0		
K04251	long/medium wavelength-sensitive opsin	0		
K04255	r-opsin	0		
K08385	G0-opsin	0		
K04253	visual pigment-like receptor peropsin	0		
K08419	oxoglutarate (alpha-ketoglutarate) receptor 1	0		
K08428	G protein-coupled receptor 139	0		
K08430	G protein-coupled receptor 142	0		
K04324	Mas-related G-protein coupled receptor MRG	0		
K08393	Mas-related G protein-coupled receptor member E	0		
K08394	Mas-related G protein-coupled receptor member F	0		
K08395	Mas-related G protein-coupled receptor member G	0		
K22793	Mas-related G protein-coupled receptor member H	0		
K08396	Mas-related G protein-coupled receptor member X	0		
K04305	Epstein-Barr virus induced gene 2	0		
K04312	G protein-coupled receptor 4	0		
K08416	psychosine receptor	0		
K08408	ovarian cancer G-protein coupled receptor 1	0		
K04301	super conserved receptor expressed in brain 1	0		
K04302	super conserved receptor expressed in brain 2	0		
K22792	trissin receptor	0		
K22873	protein trapped in endoderm-1	0		
K04311	G protein-coupled receptor 3	0		
K04313	G protein-coupled receptor 6	0		
K08404	G protein-coupled receptor 17	0		
K04317	G protein-coupled receptor 20	0		
K04318	G protein-coupled receptor 21	0		
K04319	G protein-coupled receptor 22	0		
K08405	G protein-coupled receptor 25	0		
K08411	G protein-coupled receptor 26	0		
K08412	G protein-coupled receptor 39	0		
K08409	G protein-coupled receptor 45	0		
K08407	G protein-coupled receptor 52	0		
K08414	G protein-coupled receptor 61	0		
K08415	G protein-coupled receptor 62	0		
K04321	G protein-coupled receptor 63	0		
K08418	G protein-coupled receptor 78	0		
K08420	G protein-coupled receptor 82	0		
K08422	G protein-coupled receptor 88	0		
K08423	G protein-coupled receptor 101	0		
K08427	G protein-coupled receptor 135	0		
K08429	G protein-coupled receptor 141	0		
K08431	G protein-coupled receptor 146	0		
K08432	G protein-coupled receptor 148	0		
K08433	G protein-coupled receptor 149	0		
K08434	G protein-coupled receptor 150	0		
K08435	G protein-coupled receptor 151	0		
K08436	G protein-coupled receptor 152	0		
K08437	G protein-coupled receptor 153	0		
K08438	G protein-coupled receptor 160	0		
K08440	G protein-coupled receptor 162	0		
K08442	G protein-coupled receptor 176	0		
K04599	G protein-coupled receptor Mth (Methuselah protein)	0		
K22738	PDF receptor	0		
K04611	metabotropic X receptor	0		
K08468	G protein-coupled receptor family C group 5 member A	0		
K04620	G protein-coupled receptor family C group 5 member C	0		
K04621	G protein-coupled receptor family C group 5 member D	0		
K08469	G protein-coupled receptor 158	0		
K22961	G protein-coupled receptor 179	0		
K04614	vomeronasal 1 receptor	0		
K04613	vomeronasal 2 receptor	0		
K22984	odorant receptor	0		
K08471	gustatory receptor	0		
K08473	nematode chemoreceptor	0		
K08470	ocular albinism type 1 protein	0		
K22985	G protein-coupled receptor 107	0		
K08472	mlo protein	0		
K04629	cAMP receptor	0		
K22987	cAMP receptor-like G-protein coupled receptor	0		
K04641	bacteriorhodopsin	0		
K04642	halorhodopsin	0		
K04643	sensory rhodopsin	0		
K22988	transmembrane protein adipocyte-associated 1	0		
K22986	G protein-coupled receptor 108	0		
K22989	integral membrane protein GPR137	0		
K08467	G protein-coupled receptor 157	0		
K05169	single Ig IL-1R-related molecule	0		
K05167	interleukin 17 receptor D	0		
K05158	tumor necrosis factor receptor superfamily member 22	0		
K05159	tumor necrosis factor receptor superfamily member 23	0		
K05161	tumor necrosis factor receptor superfamily member 26	0		
K10171	toll-like receptor 10	0		
K18807	toll-like receptor 12	0		
K18808	toll-like receptor 13	0		
K10069	C-type lectin domain family 1 member A	0		
K10072	C-type lectin domain family 2 member D	0		
K10057	C-type lectin domain family 4 member A	0		
K06723	C-type lectin domain family 4 member C	0		
K10061	C-type lectin superfamily 4 member G	0		
K10073	C-type lectin domain family 5 member A	0		
K17515	C-type lectin domain family 9 member A	0		
K06721	C-type lectin domain family 10 member A	0		
K17516	C-type lectin domain family 12 member A	0		
K17517	C-type lectin domain family 12 member B	0		
K06559	lymphocyte antigen 75	0		
K06561	CD207 antigen	0		
K22614	NLR family CARD domain-containing protein 3	0		
K22615	NLR family CARD domain containing 5	0		
K19409	NACHT, LRR and PYD domains-containing protein 2	0		
K22662	NACHT, LRR and PYD domains-containing protein 8	0		
K22663	NACHT, LRR and PYD domains-containing protein 9	0		
K22664	NACHT, LRR and PYD domains-containing protein 11	0		
K22665	NACHT, LRR and PYD domains-containing protein 13	0		
K22666	NACHT, LRR and PYD domains-containing protein 14	0		
K05271	glycine receptor alpha-4	0		
K05312	nicotinic acetylcholine receptor, invertebrate	0		
K16888	zinc-activated ligand-gated ion channel	0		
K05313	glutamate receptor, ionotropic, invertebrate	0		
K05387	glutamate receptor, ionotropic, plant	0		
K05397	histamine-gated chloride channel	0		
K05273	glutamate receptor, anionic	0		
K04826	amiloride-sensitive sodium channel subunit delta	0		
K03440	acid-sensing ion channel, other	0		
K04837	voltage-gated sodium channel type IV alpha	0		
K04840	voltage-gated sodium channel type VIII alpha	0		
K04842	voltage-gated sodium channel type X alpha	0		
K04843	voltage-gated sodium channel type XI alpha	0		
K04846	voltage-gated sodium channel type II beta	0		
K04847	voltage-gated sodium channel type III beta	0		
K16897	two pore calcium channel protein 3	0		
K16900	two pore calcium channel protein, plant	0		
K04874	potassium voltage-gated channel Shaker-related subfamily A member 1	0		
K04875	potassium voltage-gated channel Shaker-related subfamily A member 2	0		
K04876	potassium voltage-gated channel Shaker-related subfamily A member 3	0		
K04878	potassium voltage-gated channel Shaker-related subfamily A member 5	0		
K04880	potassium voltage-gated channel Shaker-related subfamily A member 7	0		
K04881	potassium voltage-gated channel Shaker-related subfamily A member 10	0		
K04882	potassium voltage-gated channel Shaker-related subfamily A, beta member 1	0		
K04883	potassium voltage-gated channel Shaker-related subfamily A, beta member 2	0		
K04884	potassium voltage-gated channel Shaker-related subfamily A, beta member 3	0		
K04885	potassium voltage-gated channel Shab-related subfamily B member 1	0		
K04886	potassium voltage-gated channel Shab-related subfamily B member 2	0		
K04887	potassium voltage-gated channel Shaw-related subfamily C member 1	0		
K04888	potassium voltage-gated channel Shaw-related subfamily C member 2	0		
K04890	potassium voltage-gated channel Shaw-related subfamily C member 4	0		
K04891	potassium voltage-gated channel Shal-related subfamily D member 1	0		
K04895	potassium voltage-gated channel Isk-related subfamily E member 1-like	0		
K04898	potassium voltage-gated channel Isk-related subfamily E member 4	0		
K04899	potassium voltage-gated channel subfamily F member 1	0		
K04900	potassium voltage-gated channel subfamily G member 1	0		
K04901	potassium voltage-gated channel subfamily G member 2	0		
K04902	potassium voltage-gated channel subfamily G member 3	0		
K04903	potassium voltage-gated channel subfamily G member 4	0		
K04904	potassium voltage-gated channel Eag-related subfamily H member 1	0		
K04905	potassium voltage-gated channel Eag-related subfamily H member 2	0		
K04906	potassium voltage-gated channel Eag-related subfamily H member 3	0		
K04907	potassium voltage-gated channel Eag-related subfamily H member 4	0		
K04908	potassium voltage-gated channel Eag-related subfamily H member 5	0		
K04909	potassium voltage-gated channel Eag-related subfamily H member 6	0		
K04910	potassium voltage-gated channel Eag-related subfamily H member 7	0		
K04911	potassium voltage-gated channel Eag-related subfamily H member 8	0		
K04931	potassium voltage-gated channel delayed-rectifier subfamily S member 1	0		
K04932	potassium voltage-gated channel delayed-rectifier subfamily S member 2	0		
K04933	potassium voltage-gated channel delayed-rectifier subfamily S member 3	0		
K04934	potassium channel subfamily V member 1	0		
K04935	potassium channel subfamily V member 2	0		
K04946	potassium channel subfamily T member 1	0		
K04947	potassium channel subfamily T member 2	0		
K04912	potassium channel subfamily K member 1	0		
K04915	potassium channel subfamily K member 4	0		
K04917	potassium channel subfamily K member 6	0		
K04918	potassium channel subfamily K member 7	0		
K04921	potassium channel subfamily K member 12	0		
K04922	potassium channel subfamily K member 13	0		
K04923	potassium channel subfamily K member 15	0		
K04924	potassium channel subfamily K member 16	0		
K04925	potassium channel subfamily K member 17	0		
K20007	potassium channel subfamily K member 18	0		
K05323	potassium channel subfamily K, invertebrate	0		
K05389	potassium channel subfamily K, other eukaryote	0		
K05330	potassium inwardly-rectifying channel subfamily J, other	0		
K04965	transient receptor potential cation channel subfamily C member 2	0		
K04970	transient receptor potential cation channel subfamily C member 7	0		
K04976	transient receptor potential cation channel subfamily M member 1	0		
K04978	transient receptor potential cation channel subfamily M member 3	0		
K04991	polycystin 2L2	0		
K04988	polycystin 1L2	0		
K21863	sodium leak channel non-selective protein	0		
K24014	protein unc-79	0		
K24015	protein unc-80	0		
K22644	voltage-gated hydrogen channel 1	0		
K05010	chloride channel 1, skeletal muscle	0		
K05015	chloride channel 6	0		
K05017	chloride channel Ka	0		
K19331	barttin (chloride channel Ka/b beta subunit)	0		
K05022	chloride intracellular channel protein 2	0		
K05023	chloride intracellular channel protein 3	0		
K05026	chloride intracellular channel protein 6	0		
K19496	anoctamin-1	0		
K19502	anoctamin-8	0		
K19327	anoctamin-10	0		
K22038	volume-regulated anion channel	0		
K04640	guanine nucleotide-binding protein subunit alpha, other	0		
K24772	guanine nucleotide-binding protein subunit gamma 1/2, plant	0		
K24773	guanine nucleotide-binding protein subunit gamma 3, plant	0		
K17196	GTPase Eras	0		
K07832	Ras-like without CAAX 1	0		
K07833	Ras-like without CAAX 2	0		
K07837	Ras-related protein Rap-2A	0		
K07840	DIRAS family, GTP-binding Ras-like 1	0		
K07841	DIRAS family, GTP-binding Ras-like 2	0		
K07842	DIRAS family, GTP-binding Ras-like 3	0		
K07844	RASD family, member 2	0		
K07845	Ras-related associated with diabetes	0		
K07846	GTP binding protein overexpressed in skeletal muscle	0		
K07847	Rad and Gem related GTP binding protein 1	0		
K07848	Rad and Gem related GTP binding protein 2	0		
K07849	Ras homolog enriched in brain like 1	0		
K17197	NF-kappa-B inhibitor-interacting Ras-like protein	0		
K07850	Ras-like protein family member 10A	0		
K07851	Ras-like protein family member 10B	0		
K07852	Ras-like protein family member 11A	0		
K07853	Ras-like protein family member 11B	0		
K07854	Ras-like protein family member 12	0		
K07855	Ras-related and estrogen-regulated growth inhibitor	0		
K17198	Ras-related and estrogen-regulated growth inhibitor-like protein	0		
K07858	Rho family GTPase 2	0		
K07859	Rho family GTPase 3	0		
K07975	Rho family, other	0		
K07896	Ras-related protein Rab-41	0		
K17047	Ras-related protein Rab-19	0		
K07917	Ras-related protein Rab-30	0		
K07911	Ras-related protein Rab-20	0		
K07915	Ras-related protein Rab-28	0		
K07916	Ras-related protein Rab-7L1	0		
K07921	Ras-related protein Rab-34	0		
K07922	Ras-related protein Rab-36	0		
K07924	Ras-related protein Rab-39A	0		
K07929	Ras-related protein Rab-42	0		
K17199	Ras and EF-hand domain-containing protein	0		
K07976	Rab family, other	0		
K07949	ADP-ribosylation factor-like protein 5A	0		
K07950	ADP-ribosylation factor-like protein 5B	0		
K07945	ADP-ribosylation factor-like protein 4	0		
K07957	ADP-ribosylation factor-like protein 9	0		
K07958	ADP-ribosylation factor-like protein 10	0		
K07959	ADP-ribosylation factor-like protein 11	0		
K07960	ADP-ribosylation factor-like protein 12	0		
K07961	ADP-ribosylation factor-like protein 13A	0		
K17200	ADP-ribosylation factor-like protein 14	0		
K17201	ADP-ribosylation factor-like protein 15	0		
K07933	Rab-like protein 3	0		
K24888	GTP-binding protein 2	0		
K27353	interferon tau	0		
K24191	prokineticin	0		
K25387	protein GPR15L	0		
K25418	cytokine-like protein 1	0		
K04384	transforming growth factor beta, invertebrate	0		
K22413	fibroblast growth factor 11/12/13	0		
K25732	secretogranin-2	0		
K25733	secretogranin-3	0		
K10045	chorionic gonadotropin, beta polypeptide	0		
K16656	neurexophilin-1	0		
K16657	neurexophilin-2	0		
K16658	neurexophilin-3	0		
K25711	neurexophilin-4	0		
K25453	cocaine- and amphetamine-regulated transcript protein	0		
K24235	cerebellin	0		
K13438	resistin	0		
K27315	myelin protein zero-like protein 1	0		
K27316	myelin protein zero-like protein 2	0		
K27317	myelin protein zero-like protein 3	0		
K22652	transmembrane protein 25	0		
K22653	neuroplastin	0		
K16826	signal-regulatory protein beta 2	0		
K06782	cell adhesion molecule 2	0		
K06783	cell adhesion molecule 4	0		
K06772	limbic system-associated membrane protein	0		
K06773	opioid binding protein/cell adhesion molecule-like	0		
K06774	neurotrimin	0		
K22654	immunoglobulin superfamily DCC subclass member 3	0		
K22655	immunoglobulin superfamily member 9	0		
K22656	immunoglobulin superfamily member 9B	0		
K06784	roundabout, axon guidance receptor 4	0		
K06761	contactin 3	0		
K06762	contactin 4	0		
K06763	contactin 5	0		
K06764	contactin 6	0		
K22657	immunoglobulin superfamily DCC subclass member 4	0		
K06758	L1 cell adhesion molecule like protein	0		
K06767	Down syndrome cell adhesion molecule	0		
K06768	Down syndrome cell adhesion molecule-like protein 1	0		
K16353	protein sidekick	0		
K25874	Kirrel/Neph family protein	0		
K06798	cadherin 6, type 2, K-cadherin	0		
K06799	cadherin 7, type 2	0		
K06800	cadherin 8, type 2	0		
K06801	cadherin 9, type 2, T1-cadherin	0		
K06802	cadherin 10, type 2, T2-cadherin	0		
K06803	cadherin 11, type 2, OB-cadherin	0		
K06804	cadherin 12, type 2, N-cadherin 2	0		
K06810	cadherin 16, KSP-cadherin	0		
K06805	cadherin 18, type 2	0		
K06806	cadherin 19, type 2	0		
K06807	cadherin 20, type 2	0		
K06812	cadherin 22	0		
K06814	cadherin-like 24	0		
K22658	cadherin 26	0		
K07598	desmoglein 3	0		
K07599	desmoglein 4	0		
K07600	desmocollin 1	0		
K07602	desmocollin 3	0		
K16494	protocadherin beta	0		
K16495	protocadherin gamma subfamily A	0		
K16496	protocadherin gamma subfamily B	0		
K16497	protocadherin gamma subfamily C	0		
K16499	protocadherin delta 2	0		
K16501	cadherin-related family member 1	0		
K16502	cadherin-related family member 2	0		
K16503	cadherin-related family member 3	0		
K16504	cadherin-related family member 4	0		
K16505	cadherin-related family member 5	0		
K22659	calsyntenin 1	0		
K22660	calsyntenin 2	0		
K22661	calsyntenin 3	0		
K06488	CDW52 antigen	0		
K06500	pregnancy specific beta-1-glycoprotein	0		
K06502	CD69 antigen	0		
K06510	CD83 antigen	0		
K06511	CD84 antigen	0		
K06702	CDW93 antigen	0		
K06517	CD96 antigen	0		
K06526	endoglin	0		
K06537	CD151 antigen	0		
K06542	CD160 antigen	0		
K06545	CD163 antigen	0		
K06549	sialic acid binding Ig-like lectin 5	0		
K06552	CD177 antigen	0		
K06553	pre-B lymphocyte gene	0		
K06555	CD180 antigen	0		
K06556	CD200 antigen	0		
K06565	lymphocyte-activation gene 3 protein	0		
K06569	melanoma-associated antigen p97	0		
K06570	lymphocyte antigen 9	0		
K06578	Lutheran blood group glycoprotein	0		
K06581	intercellular adhesion molecule 4	0		
K06706	CD248 antigen, endosialin	0		
K06707	B- and T-lymphocyte attenuator	0		
K06716	ADP-ribosyltransferase 1 [EC:2.4.2.31]	0		
K06717	ADP-ribosyltransferase 4 [EC:2.4.2.31]	0		
K06719	CD300 antigen	0		
K06722	CD302 antigen	0		
K06725	leukocyte-associated Ig-like receptor	0		
K06727	Fc receptor-like protein	0		
K06732	CUB domain-containing protein 1	0		
K06733	SLAM family member 7	0		
K06738	sialic acid binding Ig-like lectin 6	0		
K06739	sialic acid binding Ig-like lectin 7	0		
K16851	high affinity immunoglobulin alpha and immunoglobulin mu Fc receptor	0		
K16852	SLAM family member 6	0		
K16853	SLAM family member 8	0		
K14362	triggering receptor expressed on myeloid cells 1	0		
K16361	cytotoxic and regulatory T-cell molecule	0		
K16854	ecotropic viral integration site 2B protein	0		
K20412	peptidase inhibitor 16	0		
K17840	aminoglycoside 2'-N-acetyltransferase I [EC:2.3.1.59]	0		
K03395	aminoglycoside 3-N-acetyltransferase I [EC:2.3.1.60]	0		
K19275	aminoglycoside 3-N-acetyltransferase II [EC:2.3.1.81]	0		
K19276	aminoglycoside 3-N-acetyltransferase IV [EC:2.3.1.81]	0		
K19277	aminoglycoside 3-N-acetyltransferase VI [EC:2.3.1.81]	0		
K00662	aminoglycoside 3-N-acetyltransferase [EC:2.3.1.81]	0		
K18815	aminoglycoside 6'-N-acetyltransferase I [EC:2.3.1.82]	0		
K19278	aminoglycoside 6'-N-acetyltransferase Ib [EC:2.3.1.82]	0		
K18816	aminoglycoside 6'-N-acetyltransferase I [EC:2.3.1.82]	0		
K19301	aminoglycoside 6'-N-acetyltransferase II [EC:2.3.1.82]	0		
K00663	aminoglycoside 6'-N-acetyltransferase [EC:2.3.1.82]	0		
K19883	bifunctional aminoglycoside 6'-N-acetyltransferase / aminoglycoside 2''-phosphotransferase [EC:2.3.1.82 2.7.1.190]	0		
K19313	aminocyclitol acetyltransferase [EC:2.3.-.-]	0		
K19063	streptothricin acetyltransferase [EC:2.3.-.-]	0		
K19314	streptothricin acetyltransferase [EC:2.3.-.-]	0		
K19273	streptothricin acetyltransferase [EC:2.3.-.-]	0		
K17881	aminoglycoside 2''-adenylyltransferase [EC:2.7.7.46]	0		
K00984	streptomycin 3"-adenylyltransferase [EC:2.7.7.47]	0		
K17882	kanamycin nucleotidyltransferase [EC:2.7.7.-]	0		
K19544	aminoglycoside 4'-adenylyltransferase [EC:2.7.7.-]	0		
K05593	aminoglycoside 6-adenylyltransferase [EC:2.7.7.-]	0		
K19279	aminoglycoside 9-adenylyltransferase [EC:2.7.7.-]	0		
K17910	aminoglycoside 2''-phosphotransferase [EC:2.7.1.190]	0		
K19272	aminoglycoside 3'-phosphotransferase I [EC:2.7.1.95]	0		
K19300	aminoglycoside 3'-phosphotransferase II [EC:2.7.1.95]	0		
K19299	aminoglycoside 3'-phosphotransferase III [EC:2.7.1.95]	0		
K19274	aminoglycoside 3'-phosphotransferase VI [EC:2.7.1.95]	0		
K19543	aminoglycoside 3'-phosphotransferase [EC:2.7.1.95]	0		
K19315	aminoglycoside 3'-phosphotransferase XV [EC:2.7.1.95]	0		
K00897	kanamycin kinase [EC:2.7.1.95]	0		
K10673	streptomycin 3"-kinase [EC:2.7.1.87]	0		
K18817	hygromycin-B 4-O-kinase [EC:2.7.1.163]	0		
K04343	streptomycin 6-kinase [EC:2.7.1.72]	0		
K17880	hygromycin-B 7''-O-kinase [EC:2.7.1.119]	0		
K18844	spectinomycin phosphotransferase	0		
K18220	ribosomal protection tetracycline resistance protein	0		
K06880	erythromycin esterase [EC:3.1.1.-]	0		
K18235	virginiamycin B lyase [EC:4.2.99.-]	0		
K19545	lincosamide nucleotidyltransferase A/C/D/E	0		
K18236	lincosamide nucleotidyltransferase B/F	0		
K18234	virginiamycin A acetyltransferase [EC:2.3.1.-]	0		
K21251	macrolide glycosyltransferase	0		
K06979	macrolide phosphotransferase	0		
K19271	chloramphenicol O-acetyltransferase type A [EC:2.3.1.28]	0		
K00638	chloramphenicol O-acetyltransferase type B [EC:2.3.1.28]	0		
K18554	chloramphenicol 3-O phosphotransferase [EC:2.7.1.-]	0		
K18555	fluoroquinolone resistance protein	0		
K19062	rifampin ADP-ribosylating transferase	0		
K21288	rifampin ADP-ribosylating transferase	0		
K21267	rifampicin monooxygenase [EC:1.14.13.211]	0		
K21253	glutathione S-transferase fosA [EC:2.5.1.18]	0		
K21264	glutathione S-transferase fosA2 [EC:2.5.1.18]	0		
K21265	glutathione S-transferase fosA5 [EC:2.5.1.18]	0		
K21252	fosfomycin resistance protein FosX	0		
K08108	glypican 2	0		
K08111	glypican 5	0		
K08112	glypican 6	0		
K05843	transforming growth factor, beta receptor III	0		
K08115	chondroitin sulfate proteoglycan 4	0		
K08116	chondroitin sulfate proteoglycan 5	0		
K25036	endothelial cell-specific molecule 1	0		
K08119	extracellular matrix protein 2	0		
K08120	asporin	0		
K08123	keratocan	0		
K08124	osteomodulin	0		
K08125	prolargin	0		
K08126	osteoglycin	0		
K08127	epiphycan	0		
K08128	opticin	0		
K08129	nyctalopin	0		
K08130	tsukushi	0		
K25037	podocan	0		
K25038	podocan-like protein 1	0		
K06792	aggrecan 1	0		
K06794	neurocan core protein	0		
K06795	brevican	0		
K06849	proteoglycan peptide core protein	0		
K08136	testican	0		
K24286	proteoglycan 4	0		
K06828	midkine	0		
K16641	hepatoma-derived growth factor	0		
K16642	pleiotrophin	0		
K25640	megakaryocyte and platelet inhibitory receptor G6b	0		
K24354	SPARC-related modular calcium-binding protein	0		
K26586	acetylcholinesterase collagenic tail peptide	0		
K16627	superoxide dismutase, Cu-Zn family [EC:1.15.1.1]	0		
K19252	Dependoparvovirus capsid protein VP1/VP2/VP3	0		
K19261	Pneumoviridae fusion glycoprotein F0	0		
K16644	actin-assembly inducing protein	0		
K16645	heparin binding hemagglutinin HbhA	0		
K10077	layilin	0		
K19012	lymphatic vessel endothelial hyaluronan receptor 1	0		
K19031	cell migration-inducing and hyaluronan-binding protein [EC:3.2.1.35]	0		
K22144	cell surface hyaluronidase [EC:3.2.1.35]	0		
K15414	complement component 1 Q subcomponent-binding protein, mitochondrial	0		
K06848	hyaluronan and proteoglycan link protein 1	0		
K06851	hyaluronan and proteoglycan link protein 2	0		
K06853	hyaluronan and proteoglycan link protein 4	0		
K19014	inter-alpha-trypsin inhibitor heavy chain H1	0		
K19015	inter-alpha-trypsin inhibitor heavy chain H2	0		
K24513	inter-alpha-trypsin inhibitor heavy chain H3	0		
K19016	interphotoreceptor matrix proteoglycan 1	0		
K19017	interphotoreceptor matrix proteoglycan 2	0		
K19018	tumor necrosis factor-inducible gene 6 protein	0		
K19019	intracellular hyaluronan-binding protein 4	0		
K00775	ADP-ribosyltransferase 3 [EC:2.4.2.31]	0		
K08257	mannan endo-1,6-alpha-mannosidase [EC:3.2.1.101]	0		
K19895	GDNF family receptor alpha	0		
K16659	reticulon-4 receptor	0		
K06846	lymphocyte antigen 6 complex locus protein D/E/F/G6/H	0		
K20001	glycosylphosphatidylinositol-anchored high density lipoprotein-binding protein 1	0		
K19896	mucin TcMUCII	0		
K27345	prion like protein doppel	0		
K27346	shadow of prion protein	0		
K19897	fasciclin 1	0		
K19898	alpha-agglutinin	0		
K19899	pancreatic secretory granule membrane major glycoprotein GP2	0		
K25029	otoancorin	0		
K25455	teratocarcinoma-derived growth factor 1	0		
K19900	hyphal wall protein	0		
K22493	agglutinin-like protein	0		
K22494	CFEM-containing surface protein	0		
K25084	contact site A protein	0		
K25085	prespore-specific protein A	0		
K17513	C-type lectin superfamily 17 member A	0		
K10060	C-type lectin domain family 4 member F	0		
K10065	collectin sub-family member 10	0		
K10075	killer cell lectin-like receptor subfamily F member 1	0		
K10076	killer cell lectin-like receptor subfamily G member 1	0		
K22680	c-type lectin domain family 2 member A	0		
K22681	c-type lectin domain family 2 member L	0		
K17518	C-type lectin-like domain family 1	0		
K10078	chondrolectin	0		
K17519	C-type lectin domain family 3 member A	0		
K17520	C-type lectin domain family 3 member B	0		
K17521	C-type lectin domain family 11 member A	0		
K17528	C-type lectin domain family 14 member A	0		
K22682	c-type lectin domain family 18	0		
K06748	sialic acid binding Ig-like lectin 8	0		
K06750	sialic acid binding Ig-like lectin 11	0		
K10079	sialic acid binding Ig-like lectin 12	0		
K24328	sialic acid binding Ig-like lectin 13	0		
K24329	sialic acid binding Ig-like lectin 14	0		
K16352	sialic acid binding Ig-like lectin 15	0		
K24330	sialic acid binding Ig-like lectin 16	0		
K10083	lectin, mannose-binding 2-like	0		
K10090	galectin-2	0		
K10091	galectin-4	0		
K17522	galectin-5	0		
K10092	galectin-7	0		
K10093	galectin-9	0		
K13334	eosinophil lysophospholipase (galectin-10) [EC:3.1.1.5]	0		
K10095	galectin-12	0		
K10096	galectin-13	0		
K10097	galectin-14	0		
K10098	calreticulin 3	0		
K10104	ficolin	0		
K17523	chitinase-3-like protein 1/2	0		
K17524	chitinase 3-like 3/4	0		
K17525	chitinase domain-containing protein 1	0		
K17526	oviduct-specific glycoprotein	0		
K17527	intelectin	0		
K23688	breast cancer anti-estrogen resistance protein 3	0		
K23694	GRB2-related adapter protein	0		
K23695	growth factor receptor-bound protein 7	0		
K23696	growth factor receptor-bound protein 14	0		
K23697	SH2 domain-containing adapter protein B/D/E/F	0		
K23698	src-like-adapter	0		
K23699	hematopoietic SH2 domain-containing protein	0		
K23689	SH2 domain-containing protein 3A	0		
K23690	SH2 domain-containing protein 3C	0		
K23701	SH2 domain-containing protein 5	0		
K23710	abi gene family member 3	0		
K23702	metastasis-associated in colon cancer protein 1	0		
K16655	melanoma inhibitory activity protein	0		
K23703	melanoma inhibitory activity protein 2	0		
K23704	transport and golgi organization protein 1	0		
K23705	SAM and SH3 domain-containing protein 1	0		
K23706	SAM and SH3 domain-containing protein 3	0		
K23707	SAM domain-containing protein SAMSN-1	0		
K23708	sorbin and SH3 domain-containing protein 2	0		
K23709	vinexin	0		
K23711	SH3 and cysteine-rich domain-containing protein	0		
K23712	SH3 and cysteine-rich domain-containing protein 2	0		
K23713	SH3 and cysteine-rich domain-containing protein 3	0		
K23714	SH3 domain-containing protein 19	0		
K23715	SH3 domain-containing protein 21	0		
K23716	vexin	0		
K23739	SH3-domain binding protein 5	0		
K23740	SH3 domain-binding glutamic acid-rich protein	0		
K16847	T-lymphoma invasion and metastasis-inducing protein 2	0		
K05721	FYVE, RhoGEF and PH domain containing 2	0		
K05723	FYVE, RhoGEF and PH domain containing 4	0		
K05724	FYVE, RhoGEF and PH domain containing 5/6	0		
K23780	GRB2-associated-binding protein 3	0		
K23781	Arf-GAP with dual PH domain-containing protein	0		
K23782	actin filament associated protein 1-like	0		
K08283	collagen type IV alpha-3-binding protein	0		
K17083	kindlin 2	0		
K23792	myosin phosphatase Rho-interacting protein	0		
K23793	pleckstrin homology-like domain family A	0		
K23794	pleckstrin homology-like domain family B	0		
K23795	interactor protein for cytohesin exchange factors 1	0		
K15370	inactive phospholipase C-like protein 2	0		
K23796	pleckstrin homology domain-containing family A member 1/2	0		
K23797	pleckstrin homology domain-containing family A member 4/5/6/7	0		
K23857	pleckstrin homology domain-containing family B	0		
