#rdp_tax_and_bootstrap	blast_subject	blast_evalue	blast_len	blast_perc_query_coverage	blast_perc_identity	blast_taxonomy	seed_id	observation_name	observation_sum	sampleA_R1	sampleB_R1
Bacteria;(1.0);Firmicutes;(1.0);Bacilli;(1.0);Bacillales;(1.0);Staphylococcaceae;(1.0);Staphylococcus;(1.0);	KC001229.1.1327	0.0	386	100.0	100.0	Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;unidentified marine bacterioplankton	ERR619083.M00704:57:000000000-A5HJE:1:1101:12000:2130.1	Cluster_1	116269	16269	100000
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2108:15881:17509.1	Cluster_11222	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1101:16395:27469.1	Cluster_11223	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1103:13660:17452.1	Cluster_11224	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2112:6405:23477.1	Cluster_11225	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2113:25846:19151.1	Cluster_11226	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2108:22943:17383.1	Cluster_11227	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2112:23067:25010.1	Cluster_11228	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2107:26349:16564.1	Cluster_11229	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2110:24320:8807.1	Cluster_11230	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2114:19913:11529.1	Cluster_11231	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2109:12675:10942.1	Cluster_11232	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2107:13488:11670.1	Cluster_11233	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2106:21016:25429.1	Cluster_11234	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2113:10395:6350.1	Cluster_11235	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2112:13131:9059.1	Cluster_11236	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2114:26352:14942.1	Cluster_11237	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2109:8628:10578.1	Cluster_11238	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2114:12885:15921.1	Cluster_11239	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1101:7989:25348.1	Cluster_11240	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2108:16981:23794.1	Cluster_11241	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2105:16365:17139.1	Cluster_11242	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2114:10778:5407.1	Cluster_11243	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2102:10239:3982.1	Cluster_11244	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1102:7530:9562.1	Cluster_11245	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1104:11841:3114.1	Cluster_11246	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2113:9662:16017.1	Cluster_11247	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1102:13764:2739.1	Cluster_11248	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2101:14340:17437.1	Cluster_11249	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2110:6944:23568.1	Cluster_11250	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2105:3242:18038.1	Cluster_11251	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2109:25696:23659.1	Cluster_11252	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2114:8159:14961.1	Cluster_11253	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1102:29360:18318.1	Cluster_11254	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2104:17751:10627.1	Cluster_11255	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2104:7746:8652.1	Cluster_11256	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2113:22400:20509.1	Cluster_11257	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2112:16041:3261.1	Cluster_11258	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2111:9736:10340.1	Cluster_11259	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2112:4169:19642.1	Cluster_11260	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2107:19710:11953.1	Cluster_11261	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2101:10877:27300.1	Cluster_11262	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2111:14187:7220.1	Cluster_11263	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2110:15494:5403.1	Cluster_11264	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2106:13123:23072.1	Cluster_11265	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2112:26001:22815.1	Cluster_11266	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2112:21161:21853.1	Cluster_11267	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2104:22634:21399.1	Cluster_11268	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2114:6720:17062.1	Cluster_11269	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2102:13101:23735.1	Cluster_11270	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2102:25379:13706.1	Cluster_11271	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2114:12738:11827.1	Cluster_11272	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2101:25959:9571.1	Cluster_11273	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2110:11515:6819.1	Cluster_11274	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2110:4064:8716.1	Cluster_11275	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2111:29321:12531.1	Cluster_11276	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2109:5342:13086.1	Cluster_11277	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2106:8436:19076.1	Cluster_11278	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2103:22570:11887.1	Cluster_11279	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1103:10003:22361.1	Cluster_11280	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1101:22523:20192.1	Cluster_11281	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2110:22166:8587.1	Cluster_11282	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2104:24614:17475.1	Cluster_11283	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2104:7239:16205.1	Cluster_11284	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1102:6200:19740.1	Cluster_11285	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2101:16049:21667.1	Cluster_11286	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2109:10216:3321.1	Cluster_11287	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2109:4467:14501.1	Cluster_11288	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2114:9166:7672.1	Cluster_11289	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2110:16166:14851.1	Cluster_11290	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2102:17313:5043.1	Cluster_11291	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2111:15044:7230.1	Cluster_11292	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2112:24273:23616.1	Cluster_11293	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1102:23375:12635.1	Cluster_11294	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1104:8056:25533.1	Cluster_11295	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2103:23769:17231.1	Cluster_11296	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2104:18647:16202.1	Cluster_11297	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2106:23927:21014.1	Cluster_11298	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2114:10284:6230.1	Cluster_11299	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2113:24499:8833.1	Cluster_11300	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2107:20484:2344.1	Cluster_11301	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2102:14051:18020.1	Cluster_11302	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1101:3750:17667.1	Cluster_11303	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1102:13486:28948.1	Cluster_11304	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1104:19467:18129.1	Cluster_11305	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1103:6549:16982.1	Cluster_11306	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2104:3398:12362.1	Cluster_11307	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1101:24029:17690.1	Cluster_11308	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2103:24850:14505.1	Cluster_11309	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2108:25964:19454.1	Cluster_11310	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2107:20466:27760.1	Cluster_11311	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2106:15090:16899.1	Cluster_11312	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2113:6270:14475.1	Cluster_11313	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2114:7838:23360.1	Cluster_11314	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2113:15330:26335.1	Cluster_11315	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1103:28094:16629.1	Cluster_11316	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2108:7113:12437.1	Cluster_11317	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2105:18994:23058.1	Cluster_11318	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2104:19398:23064.1	Cluster_11319	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2101:21366:7276.1	Cluster_11320	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1103:17005:27666.1	Cluster_11321	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2111:20847:9233.1	Cluster_11322	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2110:25131:9673.1	Cluster_11323	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2114:13203:18849.1	Cluster_11324	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2111:14231:3703.1	Cluster_11325	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2104:5768:12831.1	Cluster_11326	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2114:25425:7027.1	Cluster_11327	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1103:4076:16706.1	Cluster_11328	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2103:3822:18553.1	Cluster_11329	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2111:16342:15434.1	Cluster_11330	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1101:18740:21901.1	Cluster_11331	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2110:3606:10191.1	Cluster_11332	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2101:7759:16118.1	Cluster_11333	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2103:14103:19795.1	Cluster_11334	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1101:19025:14592.1	Cluster_11335	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1104:15510:5648.1	Cluster_11336	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2107:7390:13702.1	Cluster_11337	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2111:13651:8978.1	Cluster_11338	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2107:11066:5470.1	Cluster_11339	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2103:5818:16304.1	Cluster_11340	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2111:20386:25953.1	Cluster_11341	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2103:14671:28232.1	Cluster_11342	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2111:24558:6391.1	Cluster_11343	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2103:7418:25112.1	Cluster_11344	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1103:19649:24414.1	Cluster_11345	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2110:18328:10205.1	Cluster_11346	8	8	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2108:17977:9097.1	Cluster_11347	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2106:11000:20389.1	Cluster_11348	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2106:13978:26921.1	Cluster_11349	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2103:13511:3278.1	Cluster_11350	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1102:13508:3402.1	Cluster_11351	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2104:11612:16782.1	Cluster_11352	4	4	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2109:6663:11465.1	Cluster_11353	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2109:17712:2395.1	Cluster_11354	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2113:2043:13173.1	Cluster_11355	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:1101:23355:5406.1	Cluster_11356	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2102:3077:12640.1	Cluster_11357	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2109:10552:7873.1	Cluster_11358	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2105:13232:17557.1	Cluster_11359	1	1	0
no_rdp_affiliation;(0.0);	no_blast_subject	1.0	0	0.0	0.0	no_blast_affiliation	ERR619083.M00704:57:000000000-A5HJE:1:2105:12574:20053.1	Cluster_11360	1	1	0
